Player,Baseline_AAS,AAS_Std_Dev,L10_AAS,L30_AAS,L50_AAS,Home_AAS,Away_AAS,B2B_AAS,Composite_Predictive_AAS,Projected_PTS,Projected_REB,Projected_AST,Projected_STL,Projected_BLK,Projected_TOV,Projected_FG3M
Tyrese Maxey,45.07727272727273,14.006125109994121,56.879999999999995,48.34,47.25000000000001,44.8768115942029,45.29682539682539,45.60952380952381,45.78959709090908,29.921969696969697,4.271969696969697,7.251515151515151,1.2515151515151515,0.7424242424242424,2.3613636363636363,3.618181818181818
Nikola Jokic,60.901898734177216,15.144751551496608,61.879999999999995,63.36333333333334,64.058,62.30963855421687,59.34399999999999,60.964,54.83418749367088,26.120253164556964,12.481645569620254,10.54493670886076,1.7474683544303797,0.779746835443038,3.0164556962025317,1.5936708860759494
